budget,production,country_kaggle,director,genre_kaggle,gross,name,rating,released,runtime,score_imdb,star_kaggle,votes_imdb,writer_kaggle,year,genres_omdb,writers_omdb,actors_omdb,plot,language_omdb,country_omdb,awards,poster,score_metacritic,type
7000000.0,Twentieth Century Fox Film Corporation,UK,Christopher Hampton,Drama,106606.0,The Secret Agent,R,1996-11-08,95,5.8,Bob Hoskins,1986,Joseph Conrad,1996,"Drama, Thriller","Joseph Conrad (novel), Christopher Hampton","Bob Hoskins, Patricia Arquette, Gérard Depardieu, Jim Broadbent","London of the late 19th century is a haven for political exiles of all sorts - refugees, partisans, anarchists. Verloc has made his living spying for the Russian government, an agent provocateur of sorts, while simultaneously providing information to the London police, specifically Chief Inspector Heat. When the new Russian ambassador demands he prove his worth or lose his salary, Verloc sets off a tragic chain of events that involves his pretty young wife Winnie, her intellectually disabled brother Stevie, and a figure called the Professor, whose fascination with explosives and destruction makes him the person to call on when Verloc needs a bomb.",English,UK,1 nomination.,https://m.media-amazon.com/images/M/MV5BMTI5MjIzODgyOV5BMl5BanBnXkFtZTcwNzY3MjIzMQ@@._V1_SX300.jpg,41,movie
0.0,Dacia Films,France,Olivier Assayas,Comedy,191164.0,Irma Vep,NOT RATED,1997-04-30,99,7.0,Maggie Cheung,3909,Olivier Assayas,1996,"Comedy, Drama",Olivier Assayas,"Maggie Cheung, Jean-Pierre Léaud, Nathalie Richard, Antoine Basler","French filmmaker René Vidal was once a renowned director, but most see his career on a quick downward slide based on his last several films. In Paris, he is just starting to film his latest movie, a remake of Les vampires (1915), and has hired Hong Kong based Chinese actress Maggie Cheung as the title lead, ""Irma Vep"" (an anagram for ""vampire""), despite she knowing no French and she not being an obvious choice to most. Maggie has never worked with Vidal before and knows little about his movies, but many of his primarily French crew are part of his regular stable. As such, Maggie may become isolated among the cast and crew, unless there are those who bring her into their English conversations, they who may have somewhat ulterior motives in doing so. There are also factions within the cast and crew, who, based on their history, have a poisoned sense of what is going on. With Vidal, he is dealing with some personal issues while he tries to regain his film making form. He may transfer his thoughts of Irma Vep to Maggie, who he hired because he too sees her as strong and sexy like the skin-tight latex clad Irma. And Maggie may take her research for the comic bookish character to an extreme.","French, English",France,2 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BZThkNDdlYzgtYWUyNy00Nzk4LWJmZDgtOTIzNzZhOTkzOTQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,80,movie
0.0,Touchstone Pictures,USA,Bruce Beresford,Drama,5858000.0,Last Dance,R,1996-05-03,103,5.8,Sharon Stone,3503,Steven Haft,1996,"Drama, Thriller","Steven Haft, Ron Koslow","Sharon Stone, Rob Morrow, Randy Quaid","Upon taking a new job, young lawyer Rick Hayes is assigned to the clemency case of Cindy Liggett, a woman convicted of first degree murder and sentenced to death. As Hayes investigates the background for her case, the two begin to form a deep friendship, while all the while the date for her execution draws nearer.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMjAyN2EwNzAtZjQ4NS00NTQ3LWE1MzctYmIwOTA4Nzc2ZGZhXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,N/A,movie
0.0,Daiei Studios,Japan,Masayuki Suo,Comedy,9676677.0,Shall We Dance?,PG,1997-07-11,136,7.8,K�ji Yakusho,9603,Masayuki Suo,1996,"Comedy, Drama, Music, Romance",Masayuki Suô,"Kôji Yakusho, Tamiyo Kusakari, Naoto Takenaka, Eri Watanabe","Shohei Sugiyama has attained all that he has wanted in life. But he is still depressed and unhappy. One day, he gathers up the courage to sign up for dancing lessons. He hopes they will rid his depression and help him get his life back together.",Japanese,Japan,55 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BYjg3Mjk4M2QtODY2NC00NDk5LWFiNDctZTIwYzJjYzNlZWI3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,68,movie
6000000.0,Castle Rock Entertainment,USA,Lee David Zlotoff,Drama,12643776.0,The Spitfire Grill,PG-13,1996-09-06,117,6.9,Alison Elliott,4971,Lee David Zlotoff,1996,Drama,Lee David Zlotoff,"Alison Elliott, Ellen Burstyn, Marcia Gay Harden, Will Patton","Percy, upon being released from prison, goes to the small town of Gillead, to find a place where she can start over again. She is taken in by Hannah, to help out at her place, the Spitfire Grill. Percy brings change to the small town, stirring resentment and fear in some, and growth in others.",English,USA,3 wins.,https://m.media-amazon.com/images/M/MV5BN2RiOTc2MTItNGExNi00MmM0LTk2ZmUtMmYyNWM1MzYxMWRmXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,N/A,movie
19000000.0,Triumph Films,Mexico,Norberto Barba,Action,4932915.0,Solo,PG-13,1996-08-23,94,3.9,Mario Van Peebles,3629,Robert Mason,1996,"Action, Sci-Fi, Thriller","Robert Mason (novel), David L. Corley (screenplay)","Mario Van Peebles, Barry Corbin, William Sadler, Jaime Gomez","Mario Van Peebles stars as an android killing weapon designed by the military and utilized to enter into a Latin American war to destroy the rebels - natives fighting simply to maintain their freedom. Contrary to his programming, he develops an affinity for the villagers and decides to help them fight back. This lets his creators bring him back and ultimately leads to one of them being given more powerful circuitry to defeat him.","English, Spanish","Mexico, USA",N/A,https://m.media-amazon.com/images/M/MV5BNTllNjc5NDQtNGM5Yi00ZmE0LWEzOTEtZGUzY2E0YjE4YWQzXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,N/A,movie
0.0,Mindy Affrime,Germany,Susan Streitfeld,Drama,883973.0,Female Perversions,R,1997-04-25,119,5.5,Tilda Swinton,2064,Louise J. Kaplan,1996,"Drama, Fantasy, Thriller","Louise J. Kaplan (book), Julie Hébert (screenplay), Susan Streitfeld (screenplay)","Tilda Swinton, Amy Madigan, Karen Sillas, Frances Fisher","Dresses, lipsticks, sex - the ""perversions"" (and neuroses) of Eve, a young, very successful lawyer. Her days are a tightrope act between extreme eloquence and frosty toughness on the one side, and scaring vulnerability on the other. The climax of her career shall be the possibly forthcoming appointment as a judge, but this step seems to be interrupted by her kleptomaniac sister Mad who is arrested after one of her raids. Eve travels to Mad's town to stand by her in the jail. Their struggle about Mad's illness evokes suppressed conflicts. Eve stays at her sister's flat where she meets a girl who fights with her budding femininity.",English,"Germany, USA",2 nominations.,https://m.media-amazon.com/images/M/MV5BMWEwNTdlZTktYWNlMC00MWUyLWFiYjQtNjNjOWMxMjZhNjk5XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,N/A,movie
0.0,Best Brains,USA,Jim Mallon,Comedy,1007306.0,Mystery Science Theater 3000: The Movie,PG-13,1996-06-21,73,7.4,Trace Beaulieu,16362,Michael J. Nelson,1996,"Comedy, Sci-Fi","Michael J. Nelson, Trace Beaulieu, Jim Mallon, Kevin Murphy, Mary Jo Pehl, Paul Chaplin, Bridget Jones, Joel Hodgson (television series ""Mystery Science Theater 3000"")","Trace Beaulieu, Michael J. Nelson, Jim Mallon, Kevin Murphy","The mad and evil scientist, Dr. Clayton Forrester, has created an evil little scheme that is bound to give him world global domination but first thing's first. He plans to torment Mike Nelson and the robots by sending them a real stinker of a film to watch called, ""This Island Earth."" He is convinced that this movie will drive them insane. And since the guys cannot control when the movie begins or ends, they are forced to witness the true horror that is this awful movie that has a lobster creature dressed in slacks. But will this be the ultimate cheese that breaks the boys' spirits? It's up to one test subject's quick wit, sharp sense of humor, and utter intolerance for cinematic garbage to foil the plans of the scientist and to save the Earth.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BYzNmN2UzNTAtNmZkMS00MmI3LThhNzEtNjI1YjJlN2JiZjU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,65,movie
200000000.0,Twentieth Century Fox Film Corporation,USA,James Cameron,Drama,658672302.0,Titanic,PG-13,1997-12-19,194,7.8,Leonardo DiCaprio,862554,James Cameron,1997,"Drama, Romance",James Cameron,"Leonardo DiCaprio, Kate Winslet, Billy Zane, Kathy Bates","84 years later, a 100 year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fiancé, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.","English, Swedish, Italian, French","USA, Mexico, Australia, Canada",Won 11 Oscars. Another 115 wins & 83 nominations.,https://m.media-amazon.com/images/M/MV5BMDdmZGU3NDQtY2E5My00ZTliLWIzOTUtMTY4ZGI1YjdiNjk3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,75,movie
10000000.0,Be Gentlemen Limited Partnership,USA,Gus Van Sant,Drama,138433435.0,Good Will Hunting,R,1998-01-09,126,8.3,Robin Williams,675871,Matt Damon,1997,"Drama, Romance","Matt Damon, Ben Affleck","Matt Damon, Ben Affleck, Stellan Skarsgård, John Mighton","A touching tale of a wayward young man who struggles to find his identity, living in a world where he can solve any problem, except the one brewing deep within himself, until one day he meets his soul mate who opens his mind and his heart.",English,USA,Won 2 Oscars. Another 22 wins & 61 nominations.,https://m.media-amazon.com/images/M/MV5BOTI0MzcxMTYtZDVkMy00NjY1LTgyMTYtZmUxN2M3NmQ2NWJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,70,movie
93000000.0,Gaumont,France,Luc Besson,Action,63540020.0,The Fifth Element,PG-13,1997-05-09,126,7.7,Bruce Willis,371054,Luc Besson,1997,"Action, Adventure, Sci-Fi","Luc Besson (screenplay by), Robert Mark Kamen (screenplay by), Luc Besson (story by)","Bruce Willis, Gary Oldman, Ian Holm, Milla Jovovich","In the twenty-third century, the universe is threatened by evil. The only hope for mankind is the Fifth Element, who comes to Earth every five thousand years to protect the humans with four stones of the four elements: fire, water, Earth and air. A Mondoshawan spacecraft is bringing The Fifth Element back to Earth but it is destroyed by the evil Mangalores. However, a team of scientists use the DNA of the remains of the Fifth Element to rebuild the perfect being called Leeloo. She escapes from the laboratory and stumbles upon the taxi driver and former elite commando Major Korben Dallas that helps her to escape from the police. Leeloo tells him that she must meet Father Vito Cornelius to accomplish her mission. Meanwhile, the Evil uses the greedy and cruel Jean-Baptiste Emanuel Zorg and a team of mercenary Mangalores to retrieve the stones and avoid the protection of Leeloo. But the skilled Korben Dallas has fallen in love with Leeloo and decides to help her to retrieve the stones.","English, Swedish, German, Arabic, Egyptian (Ancient)","France, UK, USA",Nominated for 1 Oscar. Another 10 wins & 38 nominations.,https://m.media-amazon.com/images/M/MV5BZWFjYmZmZGQtYzg4YS00ZGE5LTgwYzAtZmQwZjQ2NDliMGVmXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,52,movie
80000000.0,Tig Productions,USA,Kevin Costner,Action,17626234.0,The Postman,R,1997-12-25,177,6.0,Kevin Costner,59758,David Brin,1997,"Action, Adventure, Drama, Sci-Fi","David Brin (novel), Eric Roth (screenplay), Brian Helgeland (screenplay)","Kevin Costner, Will Patton, Larenz Tate, Olivia Williams","2013,Post-Apocalyptic America. An unnamed wanderer retrieves a Postman's uniform and undelivered bag of mail. He decides to pose as a postman and deliver the mail to a nearby town, bluffing that the United States government has been reinstated and tricking the town into feeding him. However, he reluctantly becomes a symbol of hope to the townspeople there who begin to remember the world that once was and giving them the courage to stand up to a tyrannical warlord and his army.",English,USA,7 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BNTAyYTFmYmUtNTFhZS00NGQxLWI0OGEtZDM2NDk1OGE4YzFmL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,29,movie
85000000.0,Walt Disney Pictures,USA,Ron Clements,Animation,99046791.0,Hercules,G,1997-06-27,93,7.2,Tate Donovan,159637,Ron Clements,1997,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance","Ron Clements (animation screenplay by), John Musker (animation screenplay by), Don McEnery (animation screenplay by), Bob Shaw (animation screenplay by), Irene Mecchi (animation screenplay by), Kaan Kalyon (story), Kelly Wightman (story), Randy Cartwright (story), John Ramirez (story), Jeff Snow (story), Vance Gerry (story), Kirk Hanson (story), Tamara Lusher (story), Francis Glebas (story), Mark Kennedy (story), Bruce Morris (story), Don Dougherty (story), Thom Enriquez (story)","Tate Donovan, Josh Keaton, Roger Bart, Danny DeVito","Hercules, son of the Greek God, Zeus, is turned into a half-god, half-mortal by evil Hades, God of the Underworld, who plans to overthrow Zeus. Hercules is raised on Earth and retains his god-like strength, but when he discovers his immortal heritage Zeus tells him that to return to Mount Olympus he must become a true hero. Hercules becomes a famous hero with the help of his friend Pegasus and his personal trainer, Phil the satyr. Hercules battles monsters, Hades and the Titans, but it is his self-sacrifice to rescue his love Meg which makes him a true hero.","English, Spanish, Greek","USA, France",Nominated for 1 Oscar. Another 9 wins & 15 nominations.,https://m.media-amazon.com/images/M/MV5BZDcwYjEyNWItMGI1Mi00MjI1LWIyMDEtMTQ4YjhkNjM4NDU3XkEyXkFqcGdeQXVyNDUyOTg3Njg@._V1_SX300.jpg,74,movie
20000000.0,Melampo Cinematografica,Italy,Roberto Benigni,Comedy,57598247.0,Life Is Beautiful,PG-13,1999-02-12,116,8.6,Roberto Benigni,476021,Vincenzo Cerami,1997,"Drama, Romance",Sekhar Kammula,"Abijeet Duddala, Kaushik, Sudhakar Komakula","It is a coming of age story of six youngsters, set in the beautiful nostalgic world of a working-middle class neighborhood. The film tracks their journey through the different seasons, festivals, romances, street cricket, colony fights, and family gatherings. With the beginning of responsibilities, and adulthood looming around the corner, their dreams and aspirations bring them all together, to make the whole experience magical. Life is Beautiful is a story about new beginnings. It is a celebration of life and its smaller joys.",Telugu,India,1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BNGE0MWU2YmQtMzI0NS00OTRjLWE0MzktNWJkMjY2YWNiMjg0XkEyXkFqcGdeQXVyMzY4MzU5NDE@._V1_SX300.jpg,N/A,movie
105000000.0,TriStar Pictures,USA,Paul Verhoeven,Action,54814377.0,Starship Troopers,R,1997-11-07,129,7.2,Casper Van Dien,235069,Edward Neumeier,1997,"Action, Adventure, Sci-Fi, Thriller","Edward Neumeier (screenplay), Robert A. Heinlein (book)","Casper Van Dien, Dina Meyer, Denise Richards, Jake Busey",In the distant future high school kids are encouraged to become citizens by joining the military. What they don't know is that they'll soon be engaged in a full scale war against a planet of alien insects. The fight is on to ensure the safety of humanity.,English,USA,Nominated for 1 Oscar. Another 3 wins & 15 nominations.,https://m.media-amazon.com/images/M/MV5BNWExNzg3MmMtYjc3MS00MzFlLWJiOWQtNWYxZTgxNjhlZTQ2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,51,movie
90000000.0,Warner Bros.,USA,Robert Zemeckis,Drama,100920329.0,Contact,PG,1997-07-11,150,7.4,Jodie Foster,217655,James V. Hart,1997,"Drama, Mystery, Sci-Fi, Thriller","James V. Hart (screenplay by), Michael Goldenberg (screenplay by), Carl Sagan (based on the novel by), Carl Sagan (based on the story by), Ann Druyan (based on the story by)","Jena Malone, David Morse, Jodie Foster, Geoffrey Blake","Astronomer Dr. Ellie Arroway has long been interested in contact to faraway lands, a love fostered in her childhood by her father, Ted Arroway, who passed away when she was nine years old leaving her then orphaned. Her current work in monitoring for extraterrestrial life is based on that love and is in part an homage to her father. Ever since funding from the National Science Foundation (NSF) was pulled on her work, which is referred to some, including her NSF superior David Drumlin, as more science fiction than science, Ellie, with a few of her rogue scientist colleagues, have looked for funding from where ever they could get it to continue their work. When Ellie and her colleagues hear chatter originating from the vicinity of the star Vega, Ellie feels vindicated. But that vindication is short lived when others, including politicians, the military, religious leaders and other scientists such as Drumlin, try to take over her work. When the messages received from space are decoded, the project takes on a whole new dimension, which strengthens for Ellie the quest for the truth. Thrown into the mix are the unknown person who has up until now funded most of Ellie's work and what his motivations are, and Palmer Joss, a renowned author and theologian, who despite their fundamental differences in outlook, is mutually attracted to Ellie, that attraction based in part on intellect and their common goal of wanting to know the truth.","English, Spanish, German, Russian",USA,Nominated for 1 Oscar. Another 14 wins & 30 nominations.,https://m.media-amazon.com/images/M/MV5BYWNkYmFiZjUtYmI3Ni00NzIwLTkxZjktN2ZkMjdhMzlkMDc3XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,62,movie
62000000.0,Guild,USA,Adrian Lyne,Drama,1400000.0,Lolita,R,1998-09-25,137,6.9,Jeremy Irons,41536,Vladimir Nabokov,1997,"Crime, Drama, Romance","Vladimir Nabokov (screenplay), Vladimir Nabokov (novel)","James Mason, Shelley Winters, Sue Lyon, Gary Cockrell","Humbert Humbert forces a confrontation with a man, whose name he has just recently learned, in this man's home. The events that led to this standoff began four years earlier. Middle aged Humbert, a European, arrives in the United States where he has secured at job at Beardsley College in Beardsley, Ohio as a Professor of French Literature. Before he begins his post in the fall, he decides to spend the summer in the resort town of Ramsdale, New Hampshire. He is given the name of Charlotte Haze as someone who is renting a room in her home for the summer. He finds that Charlotte, widowed now for seven years, is a woman who puts on airs. Among the demonstration of those airs is throwing around the name of Clare Quilty, a television and stage script writer, who came to speak at her women's club meeting and who she implies is now a friend. Those airs also mask being lonely, especially as she is a sexually aggressive and liberated woman. Humbert considers Charlotte a proverbial ""joke"" but decides to rent the room upon meeting Charlotte's provocative daughter, Dolores Haze - more frequently referred to as Lolita - who he first spots in a bikini tanning in the back yard. He is immediately infatuated with Lolita, with who he becomes obsessed in a sexual manner despite her age, she being just into her teens. He will also learn that Charlotte has the exact same feelings for him. While Charlotte does whatever she can to be alone with Humbert, Humbert does the same with Lolita. As the summer progresses, Humbert, based on the circumstances, decides to enter into a relationship with Charlotte just to be near Lolita. In that new arrangement, Humbert has to figure out how to achieve his goal of being with Lolita with Charlotte out of the way. As things begin to go Humbert's way, he is unaware that Charlotte is not the only thing standing in his way between him and Lolita, that other thing being Lolita's possible interest in other boys, and other members of the male sex, young or old, who may have their own designs on Lolita.","English, French, Spanish, German","UK, USA",Nominated for 1 Oscar. Another 2 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BZTlmODM0ZTgtY2NkZS00Y2ZmLTkxMzktMTE4ZDg2NzNmNDkwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,79,movie
75000000.0,Touchstone Pictures,USA,Simon West,Action,101117573.0,Con Air,R,1997-06-06,115,6.8,Nicolas Cage,239462,Scott Rosenberg,1997,"Action, Crime, Thriller",Scott Rosenberg,"Colm Meaney, Mykelti Williamson, Nick Chinlund, Renoly Santiago","Cameron Poe, a highly decorated United States Army Ranger, came home to Alabama to his wife, Tricia, only to run into a few drunken regulars where Tricia works. Cameron unknowingly kills one of the drunks and is sent to a federal penitentiary for involuntary manslaughter for seven years. Cameron becomes eligible for parole and can now go home to his wife and daughter. Unfortunately, Cameron has to share a prison airplane with some of the country's most dangerous criminals, who took control of the plane and are now planning to escape the country. Cameron has to find a way to stop them while playing along. Meanwhile, United States Marshal Vincent Larkin is trying to help Cameron get free and stop the criminals, including Cyrus ""The Virus"" Grissom.","English, Spanish",USA,Nominated for 2 Oscars. Another 7 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BMGZmNGIxMTYtMmVjMy00YzhkLWIyOTktNTExZGFiYjNiNzdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,52,movie
15000000.0,New Line Cinema,USA,Paul Thomas Anderson,Drama,26400640.0,Boogie Nights,R,1997-10-31,155,7.9,Mark Wahlberg,201945,Paul Thomas Anderson,1997,Drama,Paul Thomas Anderson,"Mark Wahlberg, Julianne Moore, Burt Reynolds","Adult film director Jack Horner is always on the lookout for new talent and it's only by chance that he meets Eddie Adams who is working as a busboy in a restaurant. Eddie is young, good looking and plenty of libido to spare. Using the screen name Dirk Diggler, he quickly rises to the top of his industry winning awards year after year. Drugs and ego however come between Dirk and those around him and he soon finds that fame is fleeting.",English,United States,Nominated for 3 Oscars. 36 wins & 64 nominations total,https://m.media-amazon.com/images/M/MV5BY2E2YWYxY2QtZmJmZi00MjJlLWFiYWItZTk5Y2IyMWQ1ZThhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,85,movie
90000000.0,Columbia Pictures Corporation,USA,Barry Sonnenfeld,Adventure,250690539.0,Men in Black,PG-13,1997-07-02,98,7.3,Tommy Lee Jones,438633,Lowell Cunningham,1997,"Action, Adventure, Comedy, Sci-Fi","Lowell Cunningham (comic), Ed Solomon (screen story), Ed Solomon (screenplay)","Tommy Lee Jones, Will Smith, Linda Fiorentino, Vincent D'Onofrio","Based off of the comic book. Unbeknownst to other people, there is a private agency code named MiB. This agency is some kind of extra terrestrial surveillance corporation. Then, one of the agency's finest men only going by the name ""K"" (Tommy Lee Jones) , is recruiting for a new addition to the agency. He has chosen James Edwards (Will Smith) of the N.Y.P.D. Then, one day, a flying saucer crashes into Earth. This was an alien a part of the ""Bug"" race. He takes the body of a farmer (Vincent D'Onofrio) and heads to New York. He is searching for a super energy source called ""The Galaxy"". Now, Agents J and K must stop the bug before it can escape with the galaxy.","English, Spanish",USA,Won 1 Oscar. Another 21 wins & 39 nominations.,https://m.media-amazon.com/images/M/MV5BOTlhYTVkMDktYzIyNC00NzlkLTlmN2ItOGEyMWQ4OTA2NDdmXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,71,movie
35000000.0,Regency Enterprises,USA,Curtis Hanson,Crime,64616940.0,L.A. Confidential,R,1997-09-19,138,8.3,Kevin Spacey,448833,James Ellroy,1997,"Crime, Drama, Mystery, Thriller","James Ellroy (novel), Brian Helgeland (screenplay), Curtis Hanson (screenplay)","Kevin Spacey, Russell Crowe, Guy Pearce, James Cromwell","1950's Los Angeles is the seedy backdrop for this intricate noir-ish tale of police corruption and Hollywood sleaze. Three very different cops are all after the truth, each in their own style: Ed Exley, the golden boy of the police force, willing to do almost anything to get ahead, except sell out; Bud White, ready to break the rules to seek justice, but barely able to keep his raging violence under control; and Jack Vincennes, always looking for celebrity and a quick buck until his conscience drives him to join Exley and White down the one-way path to find the truth behind the dark world of L.A. crime.",English,USA,Won 2 Oscars. Another 89 wins & 85 nominations.,https://m.media-amazon.com/images/M/MV5BMDQ2YzEyZGItYWRhOS00MjBmLTkzMDUtMTdjYzkyMmQxZTJlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,90,movie
125000000.0,Warner Bros.,USA,Joel Schumacher,Action,107325195.0,Batman & Robin,PG-13,1997-06-20,125,3.7,Arnold Schwarzenegger,202339,Bob Kane,1997,"Action, Adventure","Bob Kane (Batman characters), Sam Hamm (story), Sam Hamm (screenplay), Warren Skaaren (screenplay)","Michael Keaton, Jack Nicholson, Kim Basinger, Robert Wuhl","Gotham City. Crime boss Carl Grissom (Jack Palance) effectively runs the town but there's a new crime fighter in town - Batman (Michael Keaton). Grissom's right-hand man is Jack Napier (Jack Nicholson), a brutal man who is not entirely sane... After falling out between the two Grissom has Napier set up with the Police and Napier falls to his apparent death in a vat of chemicals. However, he soon reappears as The Joker and starts a reign of terror in Gotham City. Meanwhile, reporter Vicki Vale (Kim Basinger) is in the city to do an article on Batman. She soon starts a relationship with Batman's everyday persona, billionaire Bruce Wayne.","English, French, Spanish","USA, UK",Won 1 Oscar. Another 8 wins & 26 nominations.,https://m.media-amazon.com/images/M/MV5BMTYwNjAyODIyMF5BMl5BanBnXkFtZTYwNDMwMDk2._V1_SX300.jpg,69,movie
80000000.0,Permut Presentations,USA,John Woo,Action,112225777.0,Face/Off,R,1997-06-27,138,7.3,John Travolta,302052,Mike Werb,1997,"Action, Crime, Sci-Fi, Thriller","Mike Werb, Michael Colleary","John Travolta, Nicolas Cage, Joan Allen, Alessandro Nivola","Sean Archer, a very tough, rugged FBI Agent, is still grieving for his dead son Michael. Archer believes that his son's killer is his sworn enemy and a very powerful criminal, Castor Troy. One day, Archer has finally cornered Castor, however, their fight has knocked out Troy cold. As Archer finally breathes easy over the capture of his enemy, he finds out that Troy has planted a bomb that will destroy the entire city of Los Angeles and all of its inhabitants. Unfortunately the only other person who knows its location is Castor's brother Pollux, and he refuses to talk. The solution, a special operation doctor that can cut off people's faces, and can place a person's face onto another person. Archer undergoes one of those surgeries to talk to Pollux. However, Castor Troy somehow regains consciousness and now wants revenge on Archer for taking his face. Not only is Troy ruining Archer's mission, but his personal life as well. Archer must stop Troy again. This time, it's personal.","English, Latin",USA,Nominated for 1 Oscar. Another 11 wins & 21 nominations.,https://m.media-amazon.com/images/M/MV5BYzFjNzIxMmEtMzY5NS00YTgzLTkwYWEtN2FjMmY0NmNkZWY3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,82,movie
50000000.0,Polygram Filmed Entertainment,USA,David Fincher,Drama,48323648.0,The Game,R,1997-09-12,129,7.8,Michael Douglas,285147,John Brancato,1997,"Drama, Mystery, Thriller","John Brancato, Michael Ferris","Michael Douglas, Sean Penn, Deborah Kara Unger, James Rebhorn","Nicholas Van Orton is a very wealthy San Francisco banker, but he is an absolute loner, even spending his birthday alone. In the year of his 48th birthday (the age his father committed suicide) his brother Conrad, who has gone long ago and surrendered to addictions of all kinds, suddenly returns and gives Nicholas a card giving him entry to unusual entertainment provided by something called Consumer Recreation Services (CRS). Giving in to curiosity, Nicholas visits CRS and all kinds of weird and bad things start to happen to him.","English, Cantonese, German",USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BZGVmMDNmYmEtNGQ2Mi00Y2ZhLThhZTYtYjE5YmQzMjZiZGMxXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,61,movie
36000000.0,Columbia Pictures Corporation,USA,Andrew Niccol,Drama,12339633.0,Gattaca,PG-13,1997-10-24,106,7.8,Ethan Hawke,238316,Andrew Niccol,1997,"Drama, Sci-Fi, Thriller",Andrew Niccol,"Ethan Hawke, Uma Thurman, Gore Vidal, Xander Berkeley","In the not-too-distant future, a less-than-perfect man wants to travel to the stars. Society has categorized Vincent Freeman as less than suitable given his genetic make-up and he has become one of the underclass of humans that are only useful for menial jobs. To move ahead, he assumes the identity of Jerome Morrow, a perfect genetic specimen who is a paraplegic as a result of a car accident. With professional advice, Vincent learns to deceive DNA and urine sample testing. Just when he is finally scheduled for a space mission, his program director is killed and the police begin an investigation, jeopardizing his secret.","English, Esperanto",USA,Nominated for 1 Oscar. Another 6 wins & 15 nominations.,https://m.media-amazon.com/images/M/MV5BODI3ZTc5NjktOGMyOC00NjYzLTgwZDYtYmQ4NDc1MmJjMjRlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,64,movie
0.0,DENTSU Music And Entertainment,Japan,Hayao Miyazaki,Animation,2375308.0,Princess Mononoke,PG-13,1997-07-12,134,8.4,Y�ji Matsuda,252409,Hayao Miyazaki,1997,Documentary,Jérôme Wybon (adaptation),"Steve Alpert, Melinda Froelich, Hayao Miyazaki, Todd Olsson",N/A,Japanese,France,N/A,N/A,N/A,movie
